AT,V,AP,RH,PE
20.66,41.54,1014.68,79.7,461.55
22.64,72.24,1011.07,98.55,434.36
14.67,71.14,1019.84,77.72,458.8
11.55,42.34,1020.78,94.56,469.13
9.74,41.01,1019.12,98.39,465.8
22.16,65.48,1017.22,70.51,446
13.9,39.59,1011.84,94.74,465
23.83,58.79,1009.77,78.13,444.34
28.5,76.86,999.49,77.47,430.62
5.62,41.31,1001.37,89.16,485.6
31.01,67.69,1005.06,46.16,426.64
31.73,74.67,1016.38,44.51,425.34
12.67,41.16,1016.92,92.8,462.35
28.04,69.14,1007.16,80.38,436.37
14.75,40.66,1016.7,81.65,463.83
7.29,41.04,1024.06,89.19,474.71
12.54,40.1,1015.73,84.29,475.02
20.73,69.94,1009.9,82.12,445.91
25.06,65.46,1014.37,38.82,443.03
24.37,65.61,1014.5,65.67,443.13
28.73,50.05,1005.79,52.4,436.35
26.72,65.61,1014.41,52.01,442.48
22.86,62.4,1010.59,78.24,445.66
25.58,47.01,1014.5,63.53,454.39
13.88,39.39,1014.08,80.48,471.39
21.49,56.9,1007.47,66.66,452.46
13.83,43.22,1010.62,70.8,464.39
26.03,69.68,1011.61,60.75,449.54
10.06,39.61,1018.22,70.22,471.86
6.17,40.07,1013.7,58.99,495.21
5,40.64,1021.05,94.84,485.27
22.97,64.15,1021,70.61,450.07
15.11,40.71,1017.96,69.31,465.42
30.03,70.02,1010.07,64.2,436.88
18.97,44.78,1007.87,47.98,463.46
30.05,56.9,1007.02,41.96,437.55
14.24,41.4,1019.7,70.32,466.88
19.37,63.09,1018.79,81.52,450.18
13.83,41.49,1020.11,87.29,469.57
30.98,67.48,1009.96,58.92,439.39
28.14,65.34,1014.44,46.17,443.11
22.56,48.92,1010.7,51.63,445.07
27.38,69.4,1004.57,74.12,434.47
9.11,40.02,1031.1,83.02,479.03
8.25,41.26,1020.59,91.84,475.17
33.42,68.51,1011.91,45.83,427.66
30.07,70.98,1007.74,75.68,437.55
10.15,41.62,1015.86,97.4,463.89
11.22,41.66,1008.96,72.38,477.53
17.35,39.39,1013.18,67.67,467.85
25.98,68.12,1011.36,66.86,439
29.45,75.6,1018.12,50.68,437.31
22.25,59.8,1016.79,69.02,451.64
25.69,73.18,1012.64,86.35,432.82
16.53,46.18,1010.2,95.42,458.67
16.16,52.05,1013.19,75.37,463.09
32.36,73.91,1003.88,59.84,431.92
13.67,42.32,1015.41,79.04,464.56
12.16,40.81,1025.79,70.97,476.63
30.82,76.2,1007.47,59.3,432.22
12.6,40.35,1011.89,80.88,475.42
14.58,42.99,1007.55,93.56,468.43
7.95,37.49,1009.32,80.8,479.78
33.74,69.98,1012.51,43.3,425.35
14.28,39.39,1013.82,77.52,469.92
31.85,69.04,1008.35,46.09,434.79
12.55,38.91,1012.58,75.44,474.35
6.5,41.14,1028.15,86.78,480.96
26.18,68.08,1012.92,55.7,436.51
18.56,67.71,1004.77,85.28,444.9
15.77,58.16,1016.09,82.56,450.11
30.11,70.8,1008.57,69.25,432.33
14.76,39.64,1010.37,81.99,465.82
23.81,60.08,1017.29,62.66,450.33
16.72,44.78,1007.75,56.79,453.39
13.46,44.71,1014.51,50,474.6
3.6,35.19,1018.73,99.1,488.98
14.39,43.56,1012.97,59.17,469.35
18.11,43.43,1008.65,73.3,451.38
26.94,65.61,1014.31,49.73,443.9
11.7,25.36,1008.65,92.11,470.88
33.33,73.03,1014.2,42.28,436.05
30.28,67.22,1014.39,53.32,447.67
14.56,47.45,1009.52,91.14,451.95
16.07,47.83,1006.99,86.49,458.18
14.09,43.99,1021.02,94.39,468.09
12.75,42.34,1018.17,94.67,465.44
25.34,59.39,1014.02,73.58,439.8
15.62,38.28,1014.5,77.01,465.7
23.63,58.62,1016.45,69.97,445.51
28.72,76.86,999.31,71.74,431.74
23.34,45.61,1012.73,74.09,455.82
21.88,69.71,1010.28,97.64,444.39
17.82,65.48,1019.64,86.6,449.21
30.72,71.58,1009.98,50.39,430.46
6.49,43.65,1020.41,72.78,484.94
26.52,73.21,1002.3,95.38,437.02
12.27,39.82,1012.18,85.58,477.54
20.54,61.27,1019.6,61.87,451.95
20.61,48.78,1020.8,85.05,449.38
19.13,68.61,1010.65,94.92,448.69
13.73,41.92,1031.01,64.92,466.29
7.09,43.13,1017.91,92.37,485.04
25.47,56.89,1013.02,63.21,440.38
28.19,62.6,1017.34,46.95,449.61
22.32,70.47,1010.97,83.16,441.87
10.37,39.04,1023.95,81.93,479.35
20.55,65.46,1013.87,58.09,448.83
23.35,47.01,1015.03,73.9,456.3
30.2,71.8,1011.13,60.66,436.94
12.8,44.9,1007.58,66.6,466.95
9.96,39.66,1015.23,82.98,480.6
22.1,68.63,1015.19,59.05,449.54
8.05,40.8,1028.01,89.56,483.43
17.68,53.16,1013.09,82.79,456.86
11.1,40.92,1021.98,94.14,462.07
19.31,43.56,1013.65,41.54,463.35
17.77,44.6,1016.97,54.25,460.13
25.41,66.49,1014.06,51.09,449.2
29.32,63.77,1013.24,55.1,438.09
20.43,63.09,1016.46,91.78,445.58
16.34,41.16,1006.36,75.52,462.56
11.19,40.64,1020.57,84.49,472.86
22.81,58.96,1013.5,55.66,452.89
14.28,42.77,1020.06,81.77,466.75
10.9,41.46,1016.66,86.2,479.45
14.04,39.64,1011.09,87.22,472.31
30.24,67.32,1014.07,46.53,437.18
18.2,49.39,1018.83,96.3,455.86
21.06,50.59,1016.42,66.12,454.15
20.6,65.12,1015.53,71.57,452.86
13.45,45.87,1008.73,87.06,464.88
14,43.34,1016.37,85.51,463.99
30.67,77.95,1015.28,61.67,435.96
13.38,40.89,1010.48,92.55,472.15
9.06,36.3,1015.14,58.71,477.38
14.26,40.92,1022.07,73.96,460.38
31.25,68.94,1005.99,49.61,434.51
24.64,58.49,1011.2,72.67,444.95
15.25,43.02,1012.04,41.43,467.23
21.89,74.78,1010.35,80.39,444.6
28.66,74.93,1014.04,51.26,440.79
20.38,66.54,1013.95,77.8,448.93
19.89,51.43,1007.33,92.08,448.98
15.69,37.87,1022.63,87.71,462.16
14.41,42.77,1019.84,82.54,465.89
18.86,51.43,1010.27,86,446.91
25.54,60.37,1006.49,71.54,436.14
22.89,74.78,1009.79,81.57,443.7
23.58,58.82,1009.68,81.38,445.01
24.27,74.99,1007.73,82.49,438.26
10.39,40.22,1009.77,83.27,478.58
15.92,37.64,1014.93,83.73,464.14
17.57,44.06,1015.43,72.75,459.73
26.2,74.67,1016.69,84.38,430.22
28.73,68.3,1016.53,55.73,434.15
13.45,41.49,1020.19,88.72,467.3
12.81,44.34,1015.55,90.37,474.03
10.23,42.32,1017.53,89.93,473.59
28.4,59.27,1012.03,59.75,441.64
9.06,39.66,1019.64,76.98,479.53
21.27,57.5,1014.53,80.76,453.34
28.97,73.5,1010.47,48.24,435.22
25.96,60.95,1014.52,50.03,444.19
19.93,56.65,1020.7,62.82,456.53
10.94,39.04,1021.81,86.02,479.2
5.97,40.35,1012.3,94.1,489.03
13.61,42.34,1017.93,91.61,463.89
30.49,64.44,1013.43,51.73,438.09
33.26,68.51,1012.49,52.68,429.38
11.36,40.75,1016.34,85.19,477.5
9.33,44.03,1011.73,86.04,474.15
21.42,43.79,1015.76,43.08,462.19
19.89,44.9,1008.12,67.3,453.09
30.58,70.04,1010.4,48.16,431.59
15.48,44.99,1011.94,69.95,463.92
10.2,41.17,1019.56,82.46,479.7
6.97,41.26,1010.6,96.88,484.71
30.7,71.58,1010,48.96,429.27
27.38,59.21,1012.74,53.53,437.78
19.45,38.52,1017.99,62.86,451.96
7.64,42.28,1008.49,83.42,483.74
13.13,40.75,1016.05,80.87,472.5
7.54,40.72,1023.82,85.15,485.92
12.24,41.2,1012.48,89.85,473.22
14.22,45.01,1014.17,70.14,464.06
19.64,46.33,1013.33,98.99,451.45
20.3,62.52,1017.96,75.17,451.86
14.07,45.09,1013.32,94.45,462.69
10.23,42.07,1017.93,91.1,475.14
19.55,39.39,1013.55,57.82,464.36
25.06,52.36,1014.7,67.98,454.13
5.09,42.85,1013.78,91.34,481.24
27.98,67.9,1006.3,73.53,436.08
16.95,40.12,1012.59,87.87,457.05
20.37,54.9,1016.94,65.86,453.94
20.83,49.02,1009.45,91.92,445.31
10.07,40.92,1021.84,84.18,471.71
15,50.88,1014.04,100.12,459.37
16.23,43.72,1009.96,83.01,457.9
14.44,42.32,1015.61,76.85,462.13
29.98,67.22,1014.22,52.69,445.3
20.56,60.08,1017.79,78.08,452.8
20.06,60.77,1017.19,88.73,447.35
14.17,42.86,1030.94,66.47,466.2
22.58,52.3,1009.04,78.99,445.6
12.14,44.85,1014.36,60.04,476.68
15.79,58.86,1015.85,91.91,455.15
23.76,58.82,1011.75,77.34,444.57
30.61,77.17,1009.49,73.19,430.46
23.09,63.76,1009.82,72.36,443.86
19.26,65.61,1015.03,85.74,451.85
28.8,74.9,1003.48,75.01,434.01
18.89,63.09,1018.47,84.85,450
10.27,38.38,1022.16,70.77,475.58
11.68,40.23,1018.49,83.43,475.47
20.21,69.94,1009.33,83.96,447.06
15.98,41.48,1017,55.73,456.31
21.48,66.91,1008.58,84.49,447.42
13.15,40.78,1024.13,79.59,462.3
22.34,63.73,1014.37,83.19,444.39
13.82,41.62,1011.48,77.66,454.88
13.05,34.03,1018.31,64.99,472.69
10.52,41.01,1020.35,93.58,466.75
13.83,42.86,1030.77,75.09,470.21
27.01,69.75,1009.78,81.29,442.57
12.04,40.23,1018.07,81.28,472.7
23.73,61.02,1009.71,78.7,442.22
17.13,43.79,1016.09,58.94,465.3
25.24,71.14,1008.73,79.39,435.09
19.93,56.65,1020.7,62.82,456.53
17.7,49.78,1005.19,100.09,451.24
27.77,63.9,1013.62,51.43,441.3
15.12,52.05,1014.63,80.38,464.78
21.98,58.79,1010.72,86.85,448.84
23.92,73.17,1011.81,92.33,433.78
8.67,36.66,1026.8,84.36,480.38
31.82,71.29,1008.44,41.7,431.23
18.93,44.06,1017.58,68.23,454.75
25.6,58.46,1016.34,66.6,441.88
7.06,41.74,1021.95,90.38,448.97
18.55,41.85,1015.24,62.47,467.51
27.37,70.72,1009.77,67.87,441.9
25.72,70.47,1010.44,70.57,434.94
8.26,44.71,1020.85,68.82,485.19
30.15,69.88,1007.2,73.67,434.75
13.63,40.92,1021.89,80.5,462.4
20.74,59.8,1015.46,76.39,452.99
4.83,38.44,1015.35,72.94,485.32
22.49,58.82,1009.73,85.19,444.11
6.14,38.5,1012.4,75.35,489.26
18.96,47.83,1006.15,75.61,454.35
17.29,52.72,1024.71,62.32,467.23
11.29,41.5,1013.39,89.15,476.04
21.5,45.38,1013.88,64.28,460.18
11.46,39.3,1019.53,76.86,475.51
23.16,57.69,1007.91,84.7,438.29
17.03,58.49,1011.91,92.16,460.48
24.19,50.23,1015.73,59.77,458.31
12.24,49.83,1007.9,94.28,466.83
19.98,60.77,1017.72,90.71,448.46
25.62,63.13,1013.84,83.49,439.13
7.19,38.91,1016.53,88.61,486.05
21.82,65.27,1013.86,72.81,447.43
18.09,43.72,1008.64,74.15,453.02
23.57,70.04,1011.06,82.79,437.53
13.76,45.08,1023.77,80.48,469.74
17.86,52.9,1015.71,67.99,457.42
26.62,70.36,1005.15,84.99,441.28
30.04,67.25,1017.57,38.14,434.83
26.8,58.84,1001.2,65.03,445.76
19.31,52.72,1024.93,53.93,455.25
23.64,71.25,1004.92,93.87,442.26
14.12,40.92,1022.46,73.28,459.76
23.64,58.49,1011.4,74.2,445.75
13.61,38.47,1015.1,54.98,466.51
5.02,40.64,1021.2,93.27,485.28
21.47,60.93,1006.46,87.83,442.75
9.29,39.04,1022.72,74.29,482.55
23.27,65.48,1019.05,61.36,443.43
21.67,50.32,1008.41,85.99,445.31
26.48,68.14,1004.83,55.96,432.19
8.9,41.4,1030.83,85.63,472.95
10.07,39.66,1015.37,83.78,479.64
25.27,69.89,1015.21,79.33,436.33
11.71,40.05,1014.49,86.09,471.49
21.41,50.32,1008.61,84.47,443.63
25.1,60.37,1005.83,72.53,438.44
10.94,39.04,1021.62,86.41,479.8
12.49,41.62,1011.37,82.68,461.35
20.04,49.39,1020.62,78.84,449.63
10.77,41.54,1019.94,71.13,477.81
19.97,59.21,1017.87,83.46,450.41
18.07,63.31,1016.65,72.81,456.5
13.03,41.26,1022.17,79.79,466.02
17.74,58.33,1013.55,81.8,446.01
13.69,43.22,1009.94,74.64,466.72
23.07,65.27,1013.24,58.38,443.42
6.25,39.48,1004.82,52.71,484.26
24.54,48.41,1008.61,73.53,439.79
15.71,40.12,1012.81,97.46,462.6
23.03,68.08,1012.63,70.37,441.71
6.9,44.71,1019.7,71.21,486.3
25.18,71.98,1006.71,89.86,432.88
17.29,44.63,1019.6,41.98,460.66
24.93,47.01,1014.28,66.04,455.06
11.37,39.16,1016.54,87.05,480.54
4.08,35.19,1018.87,97.07,489.44
16.3,39.63,1004.64,85.61,464.11
24.05,61.87,1009.64,54.54,442.16
34.61,73.03,1013.61,36.91,438.56
6.93,41.14,1027.18,84.67,479.06
19.78,63.09,1019.01,78.39,448.34
27.32,73.42,1012.07,86.3,432.74
16.51,41.79,1007.1,74.03,457.74
23.23,56.89,1012.87,75.43,441.85
12.71,41.39,1019.3,74.2,475.13
30.51,60.75,1009.86,51,435.57
29.53,71.43,1011.79,57.41,438.78
13.94,41.58,1020.76,68.22,463.07
28.68,70.72,1009.43,71.33,435.45
27.57,71.32,1002.59,76.68,436.61
12.68,45.01,1013.86,83.26,448.69
25.5,58.79,1016.02,64.4,440.01
21.75,59.8,1016.65,72.94,453.17
10.22,38.18,1018.01,70.7,474.07
6.29,43.65,1020.68,70.14,485.8
14.46,42.86,1031.34,69.84,464.44
25.5,68.08,1011.13,72.86,436.07
5.47,38.68,1017.33,72.71,485.7
12.7,39.72,1017.89,62.97,467.77
14.05,41.39,1019.06,68.54,472.19
18.76,52.9,1016.27,64.7,458.26
10.95,39.22,1015.69,62.3,474.07
15.79,50.88,1014.58,99.9,460.19
11.87,40.67,1011.43,62.92,479.18
18.6,58.71,1009.8,86.42,430.38
26.27,58.33,1013.81,60.43,438.82
19.5,52.72,1025.21,50.21,457.26
17.98,56.85,1012.28,84.52,448.71
29.29,70.02,1010.13,46.93,438.84
31.79,76.2,1007.89,56.3,434.01
27.95,77.54,1010.12,78.97,434.7
21.38,65.12,1015.73,68.02,448.5
28.2,66.75,1018.35,60.18,433.46
9.82,39.96,1024.72,97.69,471.96
25.1,43.77,1010.9,49.68,444.99
21.75,50.12,1009.36,94.41,446.64
33.43,66.44,1010.29,53.45,433.01
10.94,39.69,1004.5,86.29,459.69
22.33,45.87,1007.8,63.61,447.02
31.01,71.37,1003.4,55.06,430.82
26.04,74.67,1016.68,81.2,433.55
23.95,58.46,1017.5,68.46,440.75
24.4,69.94,1005.75,58.1,438.76
16.71,46.18,1012.06,96.6,458.4
10.87,37.5,1011.43,95.56,474.07
8.69,41.04,1026.87,80.28,477.2
22.66,63.73,1013.24,83.95,444.41
27.21,64.05,1010.08,76.69,442.37
23.11,68.3,1017.83,86.62,437.91
25.03,57.5,1014.96,62.23,449.48
31.05,69.13,1000.38,58.49,426.31
24.19,68.94,1007.37,70.83,439.52
12.97,40.75,1016.05,79.67,476.28
30.36,71.8,1010.9,63.27,437.4
24.66,72.24,1011.35,77.45,434.33
21.47,57.19,1006.45,75.8,448.31
11.03,44.78,1013.16,83.85,470.17
14.51,42.77,1017.47,81.95,463.37
26.45,69.13,1001.53,89.64,427.5
28.66,77.95,1009.56,69.07,431.23
28.73,50.05,1005.79,52.4,436.35
19.65,63.91,1009.26,99.08,444.9
16.37,43.5,1021.26,72.4,459.18
23.79,48.06,1012.92,60.03,447.59
23.47,51.3,1011.89,74.1,448.65
21.75,49.82,1015.01,78.33,455.28
14.73,39.82,1012.67,80.82,470.41
21.73,69.05,1001.31,86.64,439.01
9.72,43.41,1016.25,76.39,474.1
23.49,49.3,1003.35,77.96,442.76
25.07,56.85,1011.25,51.99,442.44
13.55,40.71,1019.13,75.44,467.21
13.26,41.74,1021.89,63.32,473.44
25.45,63.76,1009.96,67.78,439.56
33.41,77.95,1010.3,59.72,432.9
26.44,54.2,1012.65,48.02,444.78
26.22,49.82,1015.48,55.8,454.2
3.63,38.44,1016.16,87.38,487.87
19.66,58.79,1017.17,84.16,447.93
14.01,42.74,1029.16,68.31,466.15
20.56,43.79,1015.85,45.7,462.11
22.57,63.94,1013.49,81.61,443.58
14.21,39.16,1016.5,85.09,473.87
11.17,39.72,1002.4,81.4,474.64
7.64,42.28,1008.49,83.42,483.74
26.87,69.23,1012.71,54.54,433.89
31.88,70.36,1006.2,57.51,438.42
24.43,58.2,1017.18,46.84,444.89
15.98,39.64,1009.31,81.21,467.22
29.33,52.84,1006.04,44.3,438.25
13.48,46.18,1018.15,88.38,464.58
15.9,41.35,1006.28,78.2,464.03
23.18,72.99,1009.01,90.09,439.12
15.9,41.35,1005.35,92.89,464.93
31.4,71.06,1008.44,74.77,433.34
9.04,44.68,1023.14,90.73,479.53
11.67,36.18,1016.03,61.44,472.76
21.38,60.84,1017.94,82.83,445.8
20.98,47.43,1007.39,68.15,450
22.71,48.06,1012.82,67.81,445.1
21.43,63.94,1012.68,99.68,445.29
12.76,43.7,1015.13,65.34,475.73
14.01,45.08,1023.28,82.49,464.79
29.73,67.25,1017.64,37.79,439.06
14.1,44.84,1025.09,79.42,468.22
7.96,38.91,1016.35,89.17,482.17
14.07,43.34,1015.79,86,463.77
20.71,46.63,1013.1,74.49,453.05
28.76,66.56,1006.07,62.41,432.3
18.87,67.71,1004,87.35,444.77
25.56,75.6,1017.37,69.31,442.2
27.91,72.24,1010.74,70.8,430.73
10.27,41.44,1017.04,77.09,479.3
27.9,63.13,1011.8,70.04,439.76
31.32,74.33,1012.92,36.48,429.57
23.75,68.51,1013.21,76.01,441.61
22.24,41.1,1001.96,42.6,451.95
17.81,45,1022.32,43.84,471
24.87,68.61,1011.19,55.69,450.54
18.13,49.39,1021.29,82.52,458.53
29.22,60.23,1009.73,61.5,436.32
23.57,66.75,1018.06,80.19,439.71
6.57,43.65,1018.24,74.47,481.46
14.15,39.28,1013.5,77.63,471.23
5.47,40.62,1018.66,83.61,481.56
9.06,40.02,1031.16,82.04,478.01
22.82,60.08,1017.95,65.71,450.86
8.25,43.14,1011.3,87.1,479.95
22.2,51.19,1009.2,82.95,445.54
18.03,58.86,1015.99,89.03,450.33
26.94,65.61,1014.31,49.73,443.9
21.93,57.17,1009.81,81.15,448.75
26.82,64.96,999.72,63.55,427.51
11.23,41.17,1019.36,56.85,475.85
15.8,41.1,1003,77.36,465.87
14.89,35.71,1015.1,55.11,469.37
25.42,75.6,1017.39,77.63,438.24
25.95,65.61,1014.36,52.54,443.88
24.47,70.94,1008.07,81.55,436.29
14.02,42.86,1030.86,68.36,467.29
20.56,60.08,1017.79,78.08,452.8
11.1,44.85,1014.27,65.08,477.03
20.76,44.58,1017.09,57.47,462.01
25.01,59.54,1007.91,80.93,441.3
24.56,66.75,1018.5,77.47,435.03
24.39,60.84,1018.5,61.73,442.72
25.17,64.79,1017.87,63.26,442.15
6.49,35.57,1025.4,79.67,486.8
30.24,73.9,1006.74,56.39,441.31
14.13,43.7,1015.94,80.89,469.28
21.76,47.93,1005.34,86.28,444.77
15.43,40.89,1010.63,73.03,468.35
31.1,69.51,1010.84,45.4,429.74
21.97,58.95,1017.78,76.95,443.61
14.35,40.71,1023.09,69.5,473.56
20.46,51.43,1010.06,83.79,456.7
15.36,41.66,1012.41,62.32,466.7
12.12,41.17,1017.68,78.72,470.67
29.91,74.9,1003.36,69.34,434.93
20.92,57.76,1017.22,75.86,453.96
7.2,40.35,1011.83,95.59,484.9
24.22,56.89,1013.81,70.02,440.79
22.58,58.12,1014.88,80.59,448.32
14.94,41.35,1004.82,98.04,466.73
21.82,65.27,1013.86,72.81,447.43
26.36,73.68,1013.99,86.44,430.39
10.11,39.72,1019.1,69.68,476.8
16.64,53.82,1015.13,68.24,459.01
26.3,71.94,1006.64,85.12,428.83
9.06,41.92,1029.9,90.88,473.37
6.84,39.4,1011.9,93.75,484.09
25.31,61.5,1009.31,63.31,437.03
19.69,59.14,1015.99,70.33,448.69
14.73,54.3,1016.75,67.13,463.63
28.61,68.12,1012.23,46.45,435.28
10.81,45,1023.45,85.89,482.63
28.94,62.26,1010.64,50.41,436.04
6.29,40.78,1024.75,96.37,478.29
10.6,41.17,1018.38,87.92,478.47
25.77,62.96,1019.86,58.07,442.83
7,36.24,1013.15,89.64,483.06
11.92,40.55,1016.91,100.07,472.45
16.69,40.56,1019.92,51.43,469.9
28.82,77.24,1008.35,78.93,433.69
8.48,38.5,1013.5,66.51,485.29
11.98,44.58,1016.45,78.8,477.56
23.7,70.32,1007.21,66.85,439.59
29.91,76.86,998.59,72.41,432.6
26.99,72.99,1008,76.1,430.81
32.88,72.29,1008.5,62.74,431.74
13.87,41.74,1021.42,64.02,472.12
26.45,64.27,1013.23,60.92,444.9
5.49,38.5,1012.18,79.33,490.84
16.88,38.58,1014.72,73.99,462.7
32.29,64.96,1002.13,42.61,430.58
31.24,74.22,1007.74,48.77,430.44
20.74,59.8,1015.46,76.39,452.99
16.31,68.28,1003.98,98.62,450.33
7.01,40.72,1024,86.37,489.64
27.28,47.93,1003.46,59.22,438
14.02,40.75,1016.05,70.65,470.48
14.68,43.99,1023.36,86.79,461.91
25.47,56.89,1013.02,63.21,440.38
24.2,63.21,1012.25,79.86,449.03
25.72,70.47,1010.44,70.57,434.94
8.33,38.08,1018.94,73.78,481.89
22.56,48.92,1010.7,51.63,445.07
29.52,75.33,1002.62,70.64,433.39
25.55,71.64,1009.09,79.35,439.37
9.88,40.71,1015.34,84.32,471.8
27.46,67.69,1004.7,70.15,432.64
19.41,67.32,1012.34,78.8,446.71
16.97,39.16,1005.7,69.13,458.59
15.79,38.28,1014.4,74.84,465.64
24.61,69.68,1012.06,92.47,438.51
24.66,72.24,1011.35,77.45,434.33
25.97,69.34,1009.43,88.11,435.02
18.16,39.99,1007.73,70.54,463.69
20.32,39.72,1002,51.71,458.8
10.4,45.01,1018.58,93.48,470.79
28.92,66.51,1015.5,34.51,439.09
13.74,44.21,1023.26,84.2,466.67
32.41,67.83,1008.54,55.96,426.85
14.88,42.28,1007.26,71.3,466.73
8.48,36.18,1013.31,75.15,480.63
12.43,41.62,1011.87,80.57,460.61
15.02,42.07,1017.89,83.68,460.82
13.79,40,1016.02,70.17,461.16
12.45,40.1,1015.4,82.61,473.63
21.92,66.54,1012.49,79.82,443.03
28.62,63.77,1012.82,55.77,441.97
16.5,44.63,1020.58,64.11,458.78
24.17,59.44,1012.66,78.53,447.13
23.81,73.17,1012.13,86.13,438.11
18.03,58.86,1015.99,89.03,450.33
19.12,45.01,1014,59.95,453.24
11.61,40.81,1025.68,72.08,473.08
8.26,39.42,1025.89,70.53,474.72
29.53,72.39,998.47,76.05,431.69
19.12,45.01,1014,59.95,453.24
19.58,50.12,1009.82,100.1,449.44
19.5,65.12,1015.53,73.87,453.99
15.6,41.04,1025.48,64.43,457.49
18.16,39.99,1008.13,68.5,461.16
25.2,61.08,1013.04,74.28,447.09
5.74,37.8,1021.37,74.47,490.81
25.56,70.32,1009.07,90.63,433.72
13.88,39.39,1014.08,80.48,471.39
30.01,68.27,1006.88,51.67,428.6
7.41,39.16,1015.23,90.66,486.91
17.86,50.88,1015.59,88.28,457.33
21.04,50.32,1008.41,90.19,446.33
11.39,43.72,1010.91,98.83,467.8
26.39,66.05,1018.24,61.27,442.22
13.98,39.18,1009.61,89.12,467.97
12.42,41.58,1019.49,86.31,466.05
20.14,46.33,1013.24,83.39,453.35
22.06,45.61,1014.3,77.75,455.61
24.85,70.47,1006.64,85.37,434.47
11.54,45,1022.77,80.79,482.34
24.82,59.27,1012.76,72.34,444.81
29.45,68.27,1007.96,61.63,432.96
6.07,38.91,1019.25,83.39,483.56
22.81,58.96,1013.5,55.66,452.89
5.86,40.62,1017.03,85.06,480.71
30.12,73.18,1012.29,61.32,429.31
12.74,39.13,1008.19,94.81,468.57
30.9,70.8,1008.48,67.48,435.27
28.76,51.43,1011.88,49.79,449.98
9.68,39.61,1015.63,74.5,475.02
16.01,43.69,1017.12,62.43,465.89
8.51,34.69,1026.96,75.34,481.83
27.14,64.27,1012.71,54.4,441.68
22.48,67.45,1014.77,63.9,445.55
19.93,56.65,1020.7,62.82,456.53
14.73,40.35,1011.15,65.2,470.03
26.21,56.85,1011.45,41.37,439.55
18.37,44.89,1010.61,86.74,454.37
13.32,38.73,1005.37,88.48,472.33
20.15,49.5,1013.47,66.7,462.65
20.57,42.8,1013.1,75.48,460.43
20.24,56.65,1020.72,62.9,455.49
3.91,35.47,1016.92,86.03,488.67
15.89,38.73,1001.45,74.37,465.76
23.4,72.99,1009.48,88.82,438.51
33.72,74.33,1011.4,37.51,428.96
22.54,51.95,1007.29,79.28,447.29
23.38,52.84,1005.27,82.98,440.28
28.57,69.84,1003.57,66.55,433.24
24.17,71.58,1010.16,89.96,436.27
7.64,40.02,1031.58,71.19,479.43
11.73,37.92,1008.24,65.13,472.04
27.16,72.58,1009.24,90.26,429.59
26.46,74.67,1016.65,84.44,431.65
12.88,40.64,1020.76,92.58,474.58
25.78,47.93,1003.67,67.23,442.46
12.33,45.51,1016.49,79.2,471.16
26.22,67.45,1013.7,44.04,440.17
24.47,70.94,1008.07,81.55,436.29
30.2,69.59,1008.9,67.32,434.66
29.19,70.32,1008.28,55.42,427.9
21.39,52.3,1009.52,88.67,447.77
3.99,39.64,1011.53,83.58,492.06
18.19,41.85,1014.93,61.37,466.86
22.54,61.27,1019.12,54.02,450.01
21.94,62.52,1015.99,74.56,449.87
21.6,66.86,1013.02,54.19,450.84
4,39.9,1009.64,97.16,490.79
20.17,56.03,1019.47,56.77,458.04
31.74,79.74,1007.07,61.47,431.72
22.26,70.47,1008.32,84.22,440.21
11.27,40.62,1017.03,61.94,471.26
13.45,45.87,1008.42,87.74,464.59
32.14,75.08,1005.35,49.92,439.22
25.18,69.23,1013.26,57.45,438.72
13.53,40.71,1023.83,61.59,474.7
17.46,53.29,1018.07,91.01,458.06
5.51,41.03,1022.28,84.5,491.84
8.46,39.66,1015.14,85.38,484.16
24.49,65.59,1011.52,85.12,441.8
7.41,40.71,1023.07,83.32,474.25
21.39,52.3,1009.2,79.77,446.87
25.3,49.3,1003.67,69.08,436.62
15.26,46.18,1013.68,98.58,463.6
30.62,66.54,1004.11,55.36,429.01
16,42.86,1013.88,81.74,467.5
11.34,43.67,1011.54,87.95,472.77
9.43,43.69,1017.28,91.8,478.48
14.2,42.86,1031.96,69.59,468.63
26.42,59.54,1007.02,76.28,438.5
19.08,46.93,1010.6,75.21,454.45
28.02,63.9,1013.96,46.2,444.42
31.23,72.58,1006.61,60.8,427.58
23.95,66.48,1003.55,73.68,431.87
28.62,70.32,1008.87,46.67,431.03
14.84,42.03,1017.47,79.27,466.2
22.82,69.94,1004.65,73.47,437.32
16.73,39.64,1008.94,74.91,464.46
3.26,41.31,996.32,100,489.38
22.54,63.07,1011.71,81.64,442.28
24.33,77.54,1008.5,82.45,435.38
26.22,67.45,1013.7,44.04,440.17
24.61,62.96,1020.1,63.83,445.79
15.11,45.01,1014.35,65.03,460.91
9.62,41.01,1019.43,97.99,467.34
20.86,63.73,1008.54,96.83,440.42
24.82,57.19,1007.82,71.46,439.91
15.43,39.16,1016.44,79.8,470.74
12.02,40.66,1017.27,96.72,464.5
18.83,58.46,1016.85,87.16,449.63
12.06,52.72,1024.53,80.05,467.21
4.49,38.44,1015.47,76.96,485.78
15.85,49.69,1015.48,88.65,464.72
24.82,71.94,1010.5,64.67,438.69
11.46,39.3,1019.53,76.86,475.51
13.85,45.08,1024.86,83.85,468.35
9.68,39.96,1026.09,99.28,470.22
